state,city,total
Ohio,Grafton,10
Ohio,Grand Rapids,181
Ohio,Grand River,0
Ohio,Granville,4
Ohio,Gratiot,0
Ohio,Gratis,0
Ohio,Graysville,1
Ohio,Graytown,0
Ohio,Green,3
Ohio,Green Camp,0
Ohio,Green Springs,4
Ohio,Greenfield,5
Ohio,Greenford,0
Ohio,Greentown,0
Ohio,Greenville,120
Ohio,Greenwich,0
Ohio,Grelton,0
Ohio,Grove City,21
Ohio,Groveport,6
Oklahoma,Ochelata,0
Oklahoma,Oilton,0
Oklahoma,Okarche,1
Oklahoma,Okay,0
Oklahoma,Okeene,2
Oklahoma,Okemah,3
Oklahoma,Oklahoma City,299
Oklahoma,Okmulgee,13
Oklahoma,Oktaha,0
Oklahoma,Olustee,0
Oklahoma,Omega,0
Oklahoma,Oologah,0
Oklahoma,Orlando,212
Oklahoma,Osage,0
Oklahoma,Owasso,12
Oklahoma,Paden,1
Oklahoma,Panama,0
Oklahoma,Paoli,4
Oklahoma,Pauls Valley,9
Oklahoma,Pawhuska,2
Oklahoma,Pawnee,1
Oklahoma,Peggs,0
Oklahoma,Perkins,1
Oklahoma,Perry,0
Oklahoma,Picher,1
Oklahoma,Piedmont,4
Oklahoma,Pocasset,0
Oklahoma,Pocola,3
Oklahoma,Ponca City,22
Oklahoma,Pond Creek,0
Missouri,Exeter,0
Missouri,Fair Grove,0
Missouri,Fair Play,0
Missouri,Fairview,4
Missouri,Farber,0
Missouri,Farley,0
Missouri,Farmington,25
Missouri,Fayette,0
Missouri,Fenton,13
Missouri,Ferguson,5
Missouri,Festus,20
Missouri,Flemington,9
Missouri,Fletcher,0
Missouri,Flinthill,0
Missouri,Florence,53
Missouri,Florissant,37
Missouri,Foley,0
Missouri,Fordland,0
Missouri,Foristell,0
Missouri,Forsyth,3
Missouri,Fortuna,0
New Jersey,Newark,0
New Jersey,Newfield,1
New Jersey,Newfoundland,4
New Jersey,Newport,1
New Jersey,Newton,4
New Jersey,Newtonville,0
New Jersey,Norma,0
New Jersey,Normandy Beach,0
New Jersey,North Arlington,0
New Jersey,North Bergen,15
New Jersey,North Brunswick,13
New Jersey,North Haledon,2
New Jersey,North Plainfield,4
New Jersey,Northfield,4
New Jersey,Northvale,0
New Jersey,Norwood,3
New Jersey,Nutley,4
New Jersey,Oak Ridge,4
New Jersey,Oakhurst,1
New Jersey,Oakland,1
New Jersey,Oaklyn,1
New Jersey,Ocean,4
New Jersey,Ocean City,6
New Jersey,Ocean Gate,0
New Jersey,Ocean Grove,5
New Jersey,Ocean View,3
Minnesota,Emily,0
Minnesota,Emmons,0
Minnesota,Erhard,0
Minnesota,Esko,2
Minnesota,Eveleth,6
Minnesota,Excelsior,8
Minnesota,Eyota,2
Minnesota,Fairmont,0
Minnesota,Faribault,21
Minnesota,Farmington,25
Minnesota,Federal Dam,0
Minnesota,Felton,0
Minnesota,Fergus Falls,22
Minnesota,Finland,0
Minnesota,Floodwood,4
Minnesota,Foley,0
Minnesota,Forbes,0
Minnesota,Forest Lake,13
Minnesota,Foreston,0
Minnesota,Fosston,7
Minnesota,Fountain,0
Minnesota,Frazee,2
Minnesota,Freeborn,0
Minnesota,Freeport,5
Minnesota,Fridley,8
Minnesota,Frontenac,0
Minnesota,Frost,0
Minnesota,Fulda,0
Minnesota,Garden City,1
Minnesota,Garvin,0
Minnesota,Gaylord,12
New York,Middle Island,2
New York,Middle Village,1
New York,Middleburgh,0
New York,Middleport,0
New York,Middletown,32
New York,Mill Neck,0
New York,Millbrook,7
New York,Miller Place,2
New York,Millerton,0
New York,Millwood,0
New York,Milton,5
New York,Mineola,0
New York,Minoa,1
New York,Model City,0
New York,Modena,1
New York,Mohegan Lake,2
New York,Monroe,16
New York,Monsey,7
Michigan,Ceresco,0
Michigan,Charlevoix,6
Michigan,Charlotte,256
Michigan,Cheboygan,8
Michigan,Chelsea,2
Michigan,Chesaning,3
Michigan,Chesterfield,0
Michigan,Chippewa Lake,0
Michigan,Clare,7
Michigan,Clarklake,0
Michigan,Clarkston,21
Michigan,Clarksville,49
Michigan,Clawson,5
Michigan,Clayton,3
Michigan,Clifford,0
Michigan,Climax,0
Michigan,Clinton,15
Michigan,Clinton Township,61
Michigan,Clio,0
Michigan,Cloverdale,8
Michigan,Cohoctah,0
Michigan,Coldwater,13
Michigan,Coleman,0
Michigan,Coloma,0
Michigan,Colon,0
Michigan,Columbiaville,1
Michigan,Commerce,8
Michigan,Commerce Township,8
Michigan,Comstock,0
Mississippi,Meridian,1
Mississippi,Merigold,0
Mississippi,Michigan City,0
Mississippi,Mississippi State,0
Mississippi,Mize,0
Mississippi,Monticello,0
Mississippi,Montpelier,2
Mississippi,Mooreville,0
Mississippi,Morton,0
Mississippi,Moselle,0
Mississippi,Moss Point,4
Mississippi,Mound Bayou,2
Mississippi,Mount Olive,0
Mississippi,Mount Pleasant,43
Mississippi,Myrtle,0
Mississippi,Nesbit,0
Mississippi,Nettleton,1
Mississippi,New Albany,6
Mississippi,New Site,0
Mississippi,Newhebron,0
Mississippi,Newton,4
Mississippi,Nicholson,0
Mississippi,Noxapater,0
Mississippi,Oak Vale,0
Mississippi,Ocean Springs,12
North Carolina,Rockingham,0
North Carolina,Rockwell,1
North Carolina,Rocky Mount,42
North Carolina,Rocky Point,2
North Carolina,Rodanthe,0
North Carolina,Roduco,0
North Carolina,Rolesville,5
North Carolina,Ronda,0
North Carolina,Roper,1
North Carolina,Rose Hill,0
North Carolina,Roseboro,1
North Carolina,Rosman,0
North Carolina,Rougemont,0
North Carolina,Rowland,0
North Carolina,Roxboro,20
North Carolina,Roxobel,0
North Carolina,Ruffin,0
North Carolina,Rural Hall,1
North Carolina,Rutherford College,2
North Carolina,Rutherfordton,11
North Carolina,Saint Pauls,2
North Carolina,Salemburg,0
North Carolina,Salisbury,44
North Carolina,Salter Path,0
North Carolina,Saluda,4
North Carolina,Salvo,0
North Carolina,Sandy Ridge,0
Ohio,Grover Hill,0
Ohio,Guysville,1
Ohio,Gypsum,0
Ohio,Hallsville,0
Ohio,Hamden,1
Ohio,Hamersville,0
Ohio,Hamilton,5
Ohio,Hamler,0
Ohio,Hammondsville,0
Ohio,Hannibal,0
Ohio,Hanoverton,0
Ohio,Harbor View,0
Ohio,Harpster,0
Ohio,Harrisburg,0
Ohio,Harrison,0
Ohio,Harrisville,1
Ohio,Harrod,0
Ohio,Hartford,1
Ohio,Hartville,3
Ohio,Harveysburg,0
Ohio,Haskins,0
Ohio,Haverhill,1
Ohio,Haviland,0
Ohio,Haydenville,0
Ohio,Hayesville,1
Ohio,Heath,8
Ohio,Hebron,0
Ohio,Helena,0
Oklahoma,Porter,10
Oklahoma,Porum,0
Oklahoma,Poteau,12
Oklahoma,Prague,2
Oklahoma,Preston,0
Oklahoma,Prue,0
Oklahoma,Pryor,13
Oklahoma,Purcell,7
Oklahoma,Putnam,0
Oklahoma,Quapaw,1
Oklahoma,Quinton,0
Oklahoma,Ralston,0
Oklahoma,Ramona,5
Oklahoma,Randlett,0
Oklahoma,Ratliff City,0
Oklahoma,Red Oak,6
Oklahoma,Red Rock,0
Oklahoma,Redbird,0
Oklahoma,Reydon,0
Oklahoma,Ringling,1
Oklahoma,Ringwood,1
Oklahoma,Ripley,4
Oklahoma,Rocky,0
Oklahoma,Roff,0
Oklahoma,Roland,0
Missouri,Foster,0
Missouri,Franklin,2
Missouri,Fredericktown,1
Missouri,Freeburg,2
Missouri,Freeman,0
Missouri,Freistatt,0
Missouri,French Village,0
Missouri,Frohna,0
Missouri,Fulton,8
Missouri,Gainesville,12
Missouri,Galena,0
Missouri,Garden City,1
Missouri,Garrison,0
Missouri,Gerald,1
Missouri,Gladstone,1
Missouri,Glasgow,0
Missouri,Glencoe,0
Missouri,Golden,17
Missouri,Golden City,0
Missouri,Goodman,0
Missouri,Gower,1
Missouri,Grain Valley,3
Missouri,Granby,2
Missouri,Grandview,1
Missouri,Gravois Mills,0
Missouri,Gray Summit,0
Missouri,Green Ridge,0
Missouri,Greenfield,5
Missouri,Greenwood,29
New Jersey,Oceanport,1
New Jersey,Oceanville,0
New Jersey,Ogdensburg,0
New Jersey,Old Bridge,9
New Jersey,Old Tappan,2
New Jersey,Oldwick,0
New Jersey,Oradell,3
New Jersey,Orange,12
New Jersey,Oxford,0
New Jersey,Palisades Park,0
New Jersey,Palmyra,2
New Jersey,Paramus,32
New Jersey,Park Ridge,7
New Jersey,Parlin,4
New Jersey,Parsippany,21
New Jersey,Passaic,14
New Jersey,Paterson,41
New Jersey,Paulsboro,4
New Jersey,Peapack,1
New Jersey,Pedricktown,0
New Jersey,Pemberton,1
New Jersey,Pennington,0
New Jersey,Penns Grove,2
New Jersey,Pennsauken,10
New Jersey,Pennsville,4
New Jersey,Pequannock,1
New Jersey,Perrineville,0
New Jersey,Perth Amboy,6
New Jersey,Phillipsburg,0
New Jersey,Picatinny Arsenal,0
Minnesota,Ghent,0
Minnesota,Gilbert,0
Minnesota,Gilman,0
Minnesota,Glencoe,0
Minnesota,Glenville,2
Minnesota,Glenwood,0
Minnesota,Glyndon,0
Minnesota,Golden Valley,28
Minnesota,Gonvick,0
Minnesota,Good Thunder,0
Minnesota,Goodhue,0
Minnesota,Goodland,0
Minnesota,Graceville,3
Minnesota,Granada,0
New York,Montauk,0
New York,Montgomery,7
New York,Monticello,10
New York,Montrose,1
New York,Moravia,3
New York,Moriches,1
New York,Morton,0
New York,Mount Kisco,8
New York,Mount Marion,0
New York,Mount Morris,0
New York,Mount Sinai,0
New York,Mount Tremper,0
New York,Mount Vernon,13
New York,Mountainville,0
New York,Mumford,0
New York,Nanuet,9
New York,Napanoch,0
New York,Naples,112
New York,Narrowsburg,1
New York,Nassau,0
New York,Nedrow,0
New York,Nelliston,0
New York,Nesconset,5
New York,New Baltimore,10
New York,New City,15
New York,New Hampton,5
New York,New Hyde Park,9
New York,New Lebanon,1
Michigan,Comstock Park,0
Michigan,Concord,93
Michigan,Conklin,0
Michigan,Constantine,0
Michigan,Coopersville,1
Michigan,Coral,0
Michigan,Corunna,0
Michigan,Covert,1
Michigan,Croswell,2
Michigan,Crystal,6
Michigan,Curran,0
Michigan,Custer,0
Michigan,Dansville,1
Michigan,Davisburg,1
Michigan,Davison,14
Michigan,Dearborn,41
Michigan,Dearborn Heights,14
Michigan,Decatur,48
Michigan,Deckerville,1
Michigan,Deerfield,1
Michigan,Delton,1
Michigan,Detroit,201
Michigan,Dewitt,7
Michigan,Dexter,16
Michigan,Dimondale,4
Mississippi,Okolona,0
Mississippi,Olive Branch,12
Mississippi,Ovett,0
Mississippi,Oxford,0
Mississippi,Pace,0
Mississippi,Paris,28
Mississippi,Pascagoula,6
Mississippi,Pass Christian,4
Mississippi,Pattison,0
Mississippi,Pearl,5
Mississippi,Pearlington,0
Mississippi,Pelahatchie,2
Mississippi,Perkinston,0
Mississippi,Petal,6
Mississippi,Pheba,0
Mississippi,Philadelphia,535
Mississippi,Picayune,7
Mississippi,Pickens,3
Mississippi,Piney Woods,0
Mississippi,Pinola,0
Mississippi,Pittsboro,0
Mississippi,Plantersville,0
Mississippi,Pocahontas,0
Mississippi,Pontotoc,0
Mississippi,Pope,0
Mississippi,Poplarville,2
North Carolina,Sanford,4
North Carolina,Sapphire,0
North Carolina,Saratoga,0
North Carolina,Saxapahaw,0
North Carolina,Scotland Neck,4
North Carolina,Scotts,0
North Carolina,Scottville,1
North Carolina,Seaboard,1
North Carolina,Seagrove,0
North Carolina,Sealevel,2
North Carolina,Sedalia,0
North Carolina,Selma,2
North Carolina,Semora,0
North Carolina,Seven Springs,1
North Carolina,Severn,2
North Carolina,Shallotte,7
North Carolina,Shannon,2
North Carolina,Sharpsburg,0
North Carolina,Shelby,6
North Carolina,Sherrills Ford,1
North Carolina,Siler City,8
North Carolina,Siloam,0
North Carolina,Simpson,0
North Carolina,Sims,0
North Carolina,Skyland,1
North Carolina,Smithfield,1
North Carolina,Smyrna,0
Ohio,Hicksville,20
Ohio,Higginsport,0
Ohio,Highland,8
Ohio,Highland Heights,7
Ohio,Hilliard,19
Ohio,Hillsboro,6
Ohio,Hinckley,0
Ohio,Hiram,2
Ohio,Hockingport,0
Ohio,Holgate,1
Ohio,Holland,40
Ohio,Hollansburg,0
Ohio,Holloway,0
Ohio,Holmesville,0
Ohio,Homer,4
Ohio,Homerville,0
Ohio,Homeworth,0
Ohio,Hooven,0
Ohio,Hopedale,2
Ohio,Hopewell,0
Ohio,Houston,1237
Ohio,Howard,3
Ohio,Howland,2
Ohio,Hoytville,0
Ohio,Hubbard,1
Ohio,Huber Heights,13
Ohio,Hudson,20
Ohio,Huntsburg,4
Oklahoma,Roosevelt,2
Oklahoma,Rosston,0
Oklahoma,Rufe,0
Oklahoma,Rush Springs,0
Oklahoma,Ryan,0
Oklahoma,S Coffeyville,0
Oklahoma,Saint Louis,4
Oklahoma,Salina,2
Oklahoma,Sallisaw,16
Oklahoma,Sand Springs,6
Oklahoma,Sapulpa,12
Oklahoma,Sasakwa,0
Oklahoma,Savanna,0
Oklahoma,Sayre,7
Oklahoma,Schulter,0
Oklahoma,Seiling,1
Oklahoma,Seminole,4
Oklahoma,Sentinel,0
Oklahoma,Shady Point,2
Oklahoma,Sharon,0
Missouri,Grover,0
Missouri,Grubville,0
Missouri,Half Way,0
Missouri,Hallsville,0
Missouri,Halltown,0
Missouri,Hamilton,5
Missouri,Harrisburg,0
Missouri,Harrisonville,0
Missouri,Hartsburg,0
Missouri,Hartshorn,0
Missouri,Hartville,3
Missouri,Hawk Point,0
Missouri,Hazelwood,8
Missouri,Hematite,0
Missouri,Henley,0
Missouri,Henrietta,4
Missouri,Herculaneum,5
Missouri,Hermann,6
Missouri,Hermitage,10
Missouri,Higbee,0
Missouri,Higginsville,4
Missouri,High Hill,0
Missouri,High Point,0
Missouri,High Ridge,0
Missouri,Highlandville,0
Missouri,Hillsboro,6
New Jersey,Pine Beach,0
New Jersey,Pine Brook,0
New Jersey,Piscataway,9
New Jersey,Pitman,3
New Jersey,Pittsgrove,2
New Jersey,Pittstown,2
New Jersey,Plainfield,0
New Jersey,Plainsboro,2
New Jersey,Pleasantville,1
New Jersey,Pluckemin,0
New Jersey,Point Pleasant Beach,4
New Jersey,Pomona,1
New Jersey,Pompton Lakes,2
New Jersey,Pompton Plains,6
New Jersey,Port Elizabeth,0
New Jersey,Port Monmouth,0
New Jersey,Port Murray,0
New Jersey,Port Norris,1
New Jersey,Port Reading,0
New Jersey,Port Republic,0
New Jersey,Pottersville,0
New Jersey,Princeton,0
New Jersey,Princeton Junction,4
New Jersey,Prospect Park,3
New Jersey,Pt Pleasant,0
New Jersey,Quakertown,14
New Jersey,Quinton,0
New Jersey,Rahway,7
New Jersey,Ramsey,3
Minnesota,Grand Marais,5
Minnesota,Grand Meadow,2
Minnesota,Grand Rapids,181
Minnesota,Granite Falls,5
Minnesota,Grey Eagle,1
Minnesota,Grove City,21
Minnesota,Hackensack,29
Minnesota,Hallock,4
Minnesota,Halstad,2
Minnesota,Hamburg,19
Minnesota,Hamel,0
Minnesota,Hampton,0
Minnesota,Hanover,28
Minnesota,Hanska,0
Minnesota,Hardwick,0
Minnesota,Harmony,0
Minnesota,Harris,1
Minnesota,Hartland,1
Minnesota,Hastings,25
New York,New Milford,0
New York,New Paltz,10
New York,New Rochelle,27
New York,New Suffolk,0
New York,New Windsor,0
New York,New York,376
New York,New York City,1
New York,Newark,0
New York,Newburgh,13
New York,Newfane,0
New York,Newtonville,0
New York,Niagara Falls,29
New York,Niagara University,0
New York,Niskayuna,8
New York,Niverville,0
New York,North Babylon,1
New York,North Blenheim,0
New York,North Boston,0
New York,North Chatham,0
New York,North Chili,4
New York,North Collins,0
New York,North Creek,1
New York,North Evans,0
New York,North Granville,0
New York,North Greece,0
Michigan,Dorr,0
Michigan,Douglas,11
Michigan,Dowagiac,8
Michigan,Dowling,0
Michigan,Drayton Plains,0
Michigan,Dryden,0
Michigan,Dundee,0
Michigan,Durand,3
Michigan,Eagle,1
Michigan,East China,3
Michigan,East Jordan,2
Michigan,East Lansing,22
Michigan,East Leroy,0
Michigan,Eastlake,0
Michigan,Eastpointe,6
Michigan,Eastport,0
Michigan,Eaton Rapids,6
Michigan,Eau Claire,62
Michigan,Ecorse,3
Michigan,Edmore,1
Michigan,Edwardsburg,1
Michigan,Elberta,0
Michigan,Elk Rapids,1
Michigan,Elkton,13
Michigan,Ellsworth,0
Michigan,Elm Hall,0
Michigan,Elmira,19
Michigan,Elsie,0
Michigan,Elwell,0
Michigan,Emmett,0
Michigan,Empire,0
Mississippi,Port Gibson,2
Mississippi,Porterville,21
Mississippi,Potts Camp,0
Mississippi,Prairie,0
Mississippi,Prentiss,2
Mississippi,Preston,0
Mississippi,Puckett,0
Mississippi,Pulaski,1
Mississippi,Purvis,1
Mississippi,Quitman,4
Mississippi,Raleigh,2
Mississippi,Randolph,0
Mississippi,Raymond,1
Mississippi,Red Banks,0
Mississippi,Redwood,0
Mississippi,Richland,0
Mississippi,Richton,2
Mississippi,Ridgeland,8
Mississippi,Rienzi,1
Mississippi,Ripley,4
Mississippi,Rolling Fork,2
Mississippi,Ruleville,9
Mississippi,Sallis,0
Mississippi,Saltillo,6
North Carolina,Sneads Ferry,0
North Carolina,Snow Camp,1
North Carolina,Snow Hill,5
North Carolina,Sophia,0
North Carolina,Southern Pines,24
North Carolina,Southmont,0
North Carolina,Southport,5
North Carolina,Sparta,13
North Carolina,Speed,0
North Carolina,Spencer,0
North Carolina,Spindale,3
North Carolina,Spring Hope,0
North Carolina,Spring Lake,2
North Carolina,Spruce Pine,6
North Carolina,Stacy,1
North Carolina,Staley,0
North Carolina,Stanfield,0
North Carolina,Stanley,0
North Carolina,Stantonsburg,1
North Carolina,Star,0
North Carolina,State Road,0
North Carolina,Statesville,34
North Carolina,Stedman,0
North Carolina,Stella,0
Ohio,Huntsville,17
Ohio,Huron,5
Ohio,Iberia,0
Ohio,Independence,22
Ohio,Irondale,0
Ohio,Ironton,11
Ohio,Irwin,0
Ohio,Isle Saint George,0
Ohio,Jackson,0
Ohio,Jackson Center,0
Ohio,Jacksontown,0
Ohio,Jacksonville,17
Ohio,Jacobsburg,0
Ohio,Jamestown,0
Ohio,Jasper,14
Ohio,Jefferson,5
Ohio,Jeffersonville,1
Ohio,Jenera,0
Ohio,Jeromesville,0
Ohio,Jerry City,0
Ohio,Jerusalem,0
Ohio,Jewell,0
Ohio,Jewett,0
Ohio,Johnstown,13
Ohio,Junction City,0
Ohio,Kalida,0
Ohio,Kansas,0
Ohio,Keene,5
Ohio,Kelleys Island,0
Ohio,Kensington,10
Oklahoma,Shattuck,2
Oklahoma,Shawnee,0
Oklahoma,Shidler,0
Oklahoma,Skiatook,2
Oklahoma,Smithville,3
Oklahoma,Snyder,10
Oklahoma,Soper,0
Oklahoma,Sparks,27
Oklahoma,Spavinaw,0
Oklahoma,Spencer,0
Oklahoma,Spencerville,3
Oklahoma,Sperry,0
Oklahoma,Spiro,2
Oklahoma,Springer,0
Oklahoma,Sterling,25
Oklahoma,Stigler,12
Oklahoma,Stillwater,0
Oklahoma,Stilwell,4
Oklahoma,Stonewall,0
Oklahoma,Strang,0
Missouri,Holden,2
Missouri,Holliday,0
Missouri,Hollister,0
Missouri,Holt,11
Missouri,Holts Summit,2
Missouri,House Springs,1
Missouri,Houston,1237
Missouri,Houstonia,0
Missouri,Huggins,0
Missouri,Hughesville,1
Missouri,Humansville,8
Missouri,Hume,0
Missouri,Huntsville,17
Missouri,Hurley,0
Missouri,Iberia,0
Missouri,Imperial,3
Missouri,Independence,22
Missouri,Ionia,0
Missouri,Irondale,0
Missouri,Ironton,11
Missouri,Jackson,0
Missouri,Jacksonville,17
Missouri,Jameson,0
New Jersey,Rancocas,0
New Jersey,Randolph,0
New Jersey,Raritan,2
New Jersey,Readington,0
New Jersey,Red Bank,18
New Jersey,Richland,0
New Jersey,Richwood,1
New Jersey,Ridgefield,1
New Jersey,Ridgefield Park,2
New Jersey,Ridgewood,0
New Jersey,Ringoes,0
New Jersey,Ringwood,1
New Jersey,Rio Grande,1
New Jersey,River Edge,1
New Jersey,River Vale,0
New Jersey,Riverdale,12
New Jersey,Riverside,0
New Jersey,Riverton,11
New Jersey,Robbinsville,3
New Jersey,Rochelle Park,6
New Jersey,Rockaway,2
New Jersey,Rockleigh,3
New Jersey,Rocky Hill,0
New Jersey,Roebling,0
New Jersey,Roosevelt,2
New Jersey,Roseland,2
New Jersey,Roselle,6
New Jersey,Roselle Park,1
New Jersey,Rosemont,3
Minnesota,Hawley,0
Minnesota,Hayfield,6
Minnesota,Hayward,76
Minnesota,Hendricks,3
Minnesota,Hermantown,4
Minnesota,Heron Lake,1
Minnesota,Hibbing,20
Minnesota,Hill City,0
Minnesota,Hillman,0
Minnesota,Hills,3
Minnesota,Hines,0
Minnesota,Hitterdal,0
Minnesota,Hokah,0
Minnesota,Holdingford,3
Minnesota,Holland,40
Minnesota,Hollandale,0
Minnesota,Hopkins,1
Minnesota,Houston,1237
Minnesota,Hovland,0
New York,North Hills,2
New York,North Hoosick,0
New York,North Java,0
New York,North River,0
New York,North Rose,0
New York,North Salem,0
New York,North Syracuse,5
New York,North Tonawanda,14
New York,North Woodmere,3
New York,Northport,12
New York,Northville,24
New York,Nyack,5
New York,Oak Hill,1
New York,Oakdale,4
New York,Oakland Gardens,0
New York,Oaks Corners,0
New York,Ocean Beach,0
New York,Oceanside,43
New York,Olcott,0
Michigan,Erie,1
Michigan,Escanaba,12
Michigan,Essexville,3
Michigan,Eureka,11
Michigan,Evart,1
Michigan,Fair Haven,0
Michigan,Fairgrove,0
Michigan,Fairview,1
Michigan,Falmouth,9
Michigan,Farmington,5
Michigan,Farmington Hills,107
Michigan,Farwell,3
Michigan,Fennville,2
Michigan,Fenton,15
Michigan,Fenwick,0
Michigan,Ferndale,6
Michigan,Ferrysburg,0
Michigan,Fife Lake,0
Michigan,Flat Rock,0
Michigan,Flint,84
Michigan,Flushing,13
Michigan,Fort Gratiot,8
Michigan,Fostoria,0
Michigan,Fowler,1
Michigan,Fowlerville,2
Michigan,Frankenmuth,10
Michigan,Frankfort,25
Michigan,Franklin,2
Michigan,Fraser,6
Michigan,Free Soil,0
Mississippi,Sandhill,0
Mississippi,Sarah,0
Mississippi,Sardis,2
Mississippi,Satartia,0
Mississippi,Saucier,0
Mississippi,Scooba,0
Mississippi,Seminary,0
Mississippi,Senatobia,4
Mississippi,Shannon,2
Mississippi,Sharon,0
Mississippi,Sherman,0
Mississippi,Shubuta,1
Mississippi,Shuqualak,0
Mississippi,Silver Creek,0
Mississippi,Slate Spring,0
Mississippi,Sledge,0
Mississippi,Smithville,3
Mississippi,Soso,0
North Carolina,Stem,0
North Carolina,Stokes,0
North Carolina,Stokesdale,3
North Carolina,Stoneville,1
North Carolina,Stony Point,1
North Carolina,Stovall,0
North Carolina,Stumpy Point,0
North Carolina,Sugar Grove,0
North Carolina,Summerfield,0
North Carolina,Sunbury,6
North Carolina,Sunset Beach,0
North Carolina,Supply,3
North Carolina,Swannanoa,2
North Carolina,Swanquarter,2
North Carolina,Swansboro,3
North Carolina,Swepsonville,0
North Carolina,Sylva,14
North Carolina,Tabor City,2
North Carolina,Tar Heel,0
North Carolina,Tarawa Terrace,0
North Carolina,Tarboro,15
North Carolina,Taylorsville,0
Ohio,Kent,66
Ohio,Kenton,10
Ohio,kenwood,1
Ohio,Kerr,0
Ohio,Kettering,24
Ohio,Kettlersville,0
Ohio,Kidron,0
Ohio,Kilbourne,0
Ohio,Killbuck,0
Ohio,Kimbolton,1
Ohio,Kings Mills,0
Ohio,Kingston,22
Ohio,Kingsville,12
Ohio,Kinsman,1
Ohio,Kipling,0
Ohio,Kipton,0
Ohio,Kirby,0
Ohio,Kirkersville,2
Ohio,Kirtland,1
Ohio,Kitts Hill,1
Ohio,Kunkle,0
Ohio,La Rue,0
Ohio,Lacarne,0
Ohio,Lafayette,0
Ohio,Lafferty,0
Ohio,Lagrange,1
Ohio,Lake Milton,0
Ohio,Lakemore,0
Oklahoma,Stratford,1
Oklahoma,Stringtown,0
Oklahoma,Stroud,4
Oklahoma,Stuart,39
Oklahoma,Sulphur,9
Oklahoma,Sweetwater,7
Oklahoma,Taft,3
Oklahoma,Tahlequah,16
Oklahoma,Talala,0
Oklahoma,Talihina,2
Oklahoma,Taloga,0
Oklahoma,Tecumseh,1
Oklahoma,Temple,48
Oklahoma,Terral,0
Oklahoma,Texhoma,0
Oklahoma,Thomas,1
Oklahoma,Tipton,9
Oklahoma,Tishomingo,0
Oklahoma,Tonkawa,1
Oklahoma,Tryon,0
Oklahoma,Tulsa,219
Oklahoma,Tupelo,33
Oklahoma,Turpin,0
Oklahoma,Tuskahoma,0
Oklahoma,Tuttle,1
Oklahoma,Tyrone,13
Oklahoma,Union City,2
Oklahoma,Valliant,0
Oklahoma,Velma,0
Oklahoma,Vera,0
Missouri,Jamestown,0
Missouri,Jasper,14
Missouri,Jefferson,5
Missouri,Jefferson City,43
Missouri,Jennings,1
Missouri,Jerico Springs,0
Missouri,Jerome,0
Missouri,Jonesburg,1
Missouri,Joplin,56
Missouri,Kaiser,0
Missouri,Kansas City,275
Missouri,Kearney,25
Missouri,Kennett,14
Missouri,Kimberling City,1
Missouri,Kimmswick,0
Missouri,Kingdom City,0
New Jersey,Rosenhayn,0
New Jersey,Rumson,0
New Jersey,Runnemede,3
New Jersey,Rutherford,3
New Jersey,Saddle Brook,3
New Jersey,Saddle River,3
New Jersey,Salem,0
New Jersey,Sayreville,0
New Jersey,Schooleys Mountain,0
New Jersey,Scotch Plains,3
New Jersey,Sea Girt,3
New Jersey,Sea Isle City,0
New Jersey,Seaside Heights,0
New Jersey,Seaside Park,0
New Jersey,Secaucus,3
New Jersey,Sergeantsville,0
New Jersey,Sewaren,0
New Jersey,Sewell,16
New Jersey,Shamong,0
New Jersey,Shiloh,0
New Jersey,Short Hills,0
New Jersey,Shrewsbury,6
New Jersey,Sicklerville,4
New Jersey,Skillman,1
New Jersey,Somerdale,0
New Jersey,Somers Point,8
Minnesota,Howard Lake,2
Minnesota,Hoyt Lakes,0
Minnesota,Hugo,10
Minnesota,Huntley,10
Minnesota,Hutchinson,0
Minnesota,International Falls,8
Minnesota,Inver Grove Heights,21
Minnesota,Iona,0
Minnesota,Iron,0
Minnesota,Ironton,11
Minnesota,Isabella,0
Minnesota,Isanti,0
Minnesota,Ivanhoe,0
Minnesota,Jackson,0
Minnesota,Jacobson,0
Minnesota,Janesville,41
Minnesota,Jasper,14
Minnesota,Jeffers,0
Minnesota,Jordan,0
Minnesota,Kabetogama,0
Minnesota,Kanaranzi,0
Minnesota,Kandiyohi,0
Minnesota,Kasota,1
Minnesota,Kasson,3
Minnesota,Kelliher,2
Minnesota,Kellogg,0
Minnesota,Kenneth,0
Minnesota,Kent,66
Minnesota,Kenyon,1
New York,Old Bethpage,0
New York,Old Chatham,0
New York,Old Westbury,0
New York,Olivebridge,0
New York,Ontario,11
New York,Ontario Center,0
New York,Orangeburg,32
New York,Orchard Park,13
New York,Orient,0
New York,Ossining,17
New York,Oswego,6
New York,Otisville,0
New York,Oyster Bay,5
New York,Ozone Park,0
New York,Palatine Bridge,2
New York,Palenville,0
New York,Palisades,7
New York,Palmyra,0
New York,Patchogue,22
New York,Patterson,1
New York,Pattersonville,0
New York,Pawling,3
Michigan,Freeland,6
Michigan,Freeport,0
Michigan,Fremont,24
Michigan,Frontier,0
Michigan,Fruitport,1
Michigan,Fulton,8
Michigan,Gagetown,0
Michigan,Gaines,0
Michigan,Galesburg,3
Michigan,Galien,0
Michigan,Garden City,0
Michigan,Gaylord,12
Michigan,Genesee,0
Michigan,Gladwin,10
Michigan,Glen Arbor,0
Michigan,Glenn,0
